Timestamp,BC_Light values,BC_Motion detected ,BC_Temperature,DT_Light values,DT_Motion detected ,DT_Temperature,K_Light values,K_Motion detected ,K_Temperature,PL_Light values,PL_Motion detected ,PL_Temperature,SF_Light values,SF_Motion detected ,SF_Temperature,SH_Light values,SH_Motion detected ,SH_Temperature,SL_Light values,SL_Motion detected ,SL_Temperature,STAFF_Light values,STAFF_Motion detected ,STAFF_Temperature
2021-05-28 14:30:00,74.79369138959932,,25.43039215686312,767.1151808654863,0.0,19.104647813327404,2.701022146507666,0.0,22.270817717206498,72.54816709292413,0.0,22.5565217391307,73.22506393861893,0.0,21.883597612958205,110.93696763202726,,18.849165247018554,199.2269624573379,0.0,20.312926621160702,377.54475703324806,16.0,21.85352088661557
2021-05-28 15:00:00,37.55157715260017,,25.431636828644873,766.8041911077603,0.0,19.095788980696543,1.7783461210571185,1.0,22.270000000000366,48.234241908006815,0.0,22.48549403747897,42.76641091219096,0.0,22.12086956521756,75.4344122657581,,18.812853492333815,199.13640238704178,0.0,20.311670929241554,346.4965811965812,71.0,21.803880341880372
2021-05-28 15:30:00,9.3154305200341,,25.430784313725862,766.4932013500343,0.0,19.086930148065683,0.787052810902896,2.0,22.270000000000366,9.935208866155158,0.0,22.34905370844008,8.382779198635976,0.0,22.07951406649631,20.391489361702128,,18.703208510638348,199.2540494458653,0.0,20.310835464620922,482.29010238907847,54.0,21.83309726962468
2021-05-28 16:00:00,0.06308610400682012,,25.386973572037906,766.1822115923082,0.0,19.07807131543482,0.013640238704177323,0.0,22.270000000000366,0.0,1.0,22.118976982097184,0.0017050298380221654,1.0,22.16974424552457,0.510221465076661,,18.43137137989805,199.0920716112532,0.0,20.310417732310608,380.76706484641636,22.0,21.871143344709946
2021-05-28 16:30:00,0.00937766410912191,,25.364944586530665,765.8712218345823,0.0,19.06921248280396,0.015332197614991482,1.0,22.270000000000366,0.0,0.0,22.03506814310045,0.0,1.0,22.21903665814183,0.0,,18.39339011925071,199.1219096334186,0.0,20.310000000000294,277.0255972696246,14.0,21.99656996587031
2021-05-28 17:00:00,0.010230179028132993,,25.33709292412659,765.5602320768563,0.0,19.060353650173095,0.01875532821824382,0.0,22.270000000000366,0.0,0.0,21.986274509803824,0.0,1.0,22.234075021313192,0.0,,18.365004255319455,199.01364023870417,1.0,20.30916453537966,250.46632566069906,15.0,21.972574595055338
2021-05-28 17:30:00,0.008517887563884156,,25.327572402044716,765.2492423191303,0.0,19.051494817542235,0.03321976149914821,1.0,22.269582623509734,0.0,0.0,21.946035805626504,0.0,0.0,22.228226768968767,0.0,,18.3600000000003,199.06393861892582,0.0,20.30916453537966,251.3444160272805,2.0,21.78960784313702
2021-05-28 18:00:00,0.0068201193520886615,,25.300247229326956,764.9382525614043,0.0,19.04263598491137,0.05456095481670929,1.0,22.26206308610435,0.0,0.0,21.92460358056257,0.0,0.0,22.20775788576328,0.0,,18.358330494037787,198.9624893435635,2.0,20.308746803069347,144.44880546075086,3.0,21.761604095562916
2021-05-28 18:30:00,0.011082693947144074,,25.292455242967193,764.6272628036783,0.0,19.03377715228051,0.09369676320272573,0.0,22.21741056218085,0.0,0.0,21.917325383304867,0.0,0.0,22.150528559249985,0.0,,18.34040000000027,198.95221843003412,0.0,20.307073378839885,59.48763853367434,1.0,21.778746803068824
2021-05-28 19:00:00,0.008525149190110827,,25.279752770673934,764.3162730459522,0.0,19.024918319649647,0.14066496163682865,0.0,22.07032395566927,0.0,0.0,21.81795396419448,0.0,1.0,22.082020460358155,0.0,,18.21892674616712,198.86359761295822,0.0,20.30791133844872,37.969309462915604,5.0,21.771227621483145
2021-05-28 19:30:00,0.004262574595055414,,25.26953964194418,764.0052832882262,0.0,19.016059487018786,0.21805792163543442,2.0,21.902291311754563,0.0,1.0,21.712745098039413,0.0,0.0,21.980511508951388,0.0,,18.03528109028968,198.88661551577152,2.0,20.302480818414608,30.938618925831204,1.0,21.78041773231008
2021-05-28 20:00:00,0.004262574595055414,,25.253137254902416,763.6942935305003,0.0,19.007200654387926,0.3194207836456559,0.0,21.803373083475083,0.0,0.0,21.626405451448335,0.0,0.0,21.908243819266744,0.0,,17.90377872340431,198.86530264279625,0.0,20.289957374254303,19.84995737425405,3.0,21.7808354646204
2021-05-28 20:30:00,0.005967604433077579,,25.229803921569093,763.3833037727743,0.0,18.998341821757062,0.5140664961636828,0.0,21.779999999999767,0.0,0.0,21.567791986360092,0.0,0.0,21.876996587030565,0.0,,17.87626064735951,198.7774936061381,0.0,20.214757033248265,6.438192668371697,1.0,21.785848252344184
2021-05-28 21:00:00,0.004262574595055414,,25.215004262575057,763.0723140150483,0.0,18.989482989126202,0.7913117546848382,0.0,21.780417376490394,0.0,0.0,21.560459965928768,0.0,1.0,21.832634271099572,0.0,,17.870417021276648,198.72890025575447,3.0,20.086930946291538,0.0,0.0,21.78334185848229
2021-05-28 21:30:00,0.005115089514066497,,25.17809036658181,762.7613242573223,0.0,18.980624156495338,0.7553282182438192,1.0,21.780835464620395,0.0,0.0,21.505132139812858,0.0,0.0,21.799633418584598,0.0,,17.869582623509423,198.66581415174767,1.0,19.878900255754278,0.0,0.0,21.78501278772356
2021-05-28 22:00:00,0.01619778346121057,,25.120588235294417,762.4503344995962,0.0,18.971765323864478,0.797274275979557,1.0,21.779999999999767,0.0,0.0,21.395686274510098,0.0,1.0,21.78459505541324,0.0,,17.865826235093742,198.62659846547314,0.0,19.832949701619565,0.0,4.0,21.782924126171977
2021-05-28 22:30:00,0.007666098807495741,,25.115672913117834,762.1393447418702,0.0,18.962906491233614,0.8422847399829497,2.0,21.779999999999767,0.0,0.0,21.308781942078525,0.0,0.0,21.78250639386166,0.0,,17.847063829787288,198.6069906223359,0.0,19.822924126171987,0.0,3.0,21.78334185848229
2021-05-28 23:00:00,0.011082693947144074,,25.09595907928414,761.8283549841442,0.0,18.954047658602754,0.9275979557069847,1.0,21.779999999999767,0.20971867007672634,2.0,21.427016197783832,0.0,1.0,21.7808354646204,0.7495741056218058,,17.765238500851833,198.50597269624572,0.0,19.822098976108993,0.0,1.0,21.781253196930717
